tile=83,704,288,64,96,32,80

# stash
tile=84,768,288,64,96,32,80
tile=85,832,288,64,96,32,80

# unused tiles
tile=86,896,288,64,96,32,80
tile=87,960,288,64,96,32,80

# town objects (e.g. containers)
tile=88,0,384,64,96,32,80
tile=89,64,384,64,96,32,80
tile=90,128,384,64,96,32,80
tile=91,192,384,64,96,32,80
tile=92,256,384,64,96,32,80
tile=93,320,384,64,96,32,80
tile=94,384,384,64,96,32,80
tile=95,448,384,64,96,32,80
tile=96,512,384,64,96,32,80
tile=97,576,384,64,96,32,80
tile=98,640,384,64,96,32,80
tile=99,704,384,64,96,32,80
tile=100,768,384,64,96,32,80
tile=101,832,384,64,96,32,80
tile=102,896,384,64,96,32,80
tile=103,960,384,64,96,32,80

# shrubs and grass tufts
tile=104,0,480,64,96,32,80
tile=105,64,480,64,96,32,80
tile=106,128,480,64,96,32,80
tile=107,192,480,64,96,32,80
tile=108,256,480,64,96,32,80
tile=109,320,480,64,96,32,80
tile=110,384,480,64,96,32,80
tile=111,448,480,64,96,32,80
tile=112,512,480,64,96,32,80
tile=113,576,480,64,96,32,80
tile=114,640,480,64,96,32,80
tile=115,704,480,64,96,32,80
tile=116,768,480,64,96,32,80
tile=117,832,480,64,96,32,80
tile=118,896,480,64,96,32,80
tile=119,960,480,64,96,32,80

# rocks
tile=120,0,576,64,96,32,80
tile=121,64,576,64,96,32,80
tile=122,128,576,64,96,32,80
tile=123,192,576,64,96,32,80
tile=124,256,576,64,96,32,80
tile=125,320,576,64,96,32,80
tile=126,384,576,64,96,32,80
tile=127,448,576,64,96,32,80

# tall town objects
tile=128,512,576,64,96,32,80
tile=129,576,576,64,96,32,80
tile=130,640,576,64,96,32,80
tile=131,704,576,64,96,32,80
tile=132,768,576,64,96,32,80
tile=133,832,576,64,96,32,80
tile=134,896,576,64,96,32,80
tile=135,960,576,64,96,32,80

# riverbanks
tile=136,0,672,64,96,32,48
tile=137,64,672,64,96,32,48
tile=138,128,672,64,96,32,48
tile=139,192,672,64,96,32,48
tile=140,256,672,64,96,32,48
tile=141,320,672,64,96,32,48
tile=142,384,672,64,96,32,48
tile=143,448,672,64,96,32,48
tile=144,512,672,64,96,32,48
tile=145,576,672,64,96,32,48
tile=146,640,672,64,96,32,48
tile=147,704,672,64,96,32,48
tile=148,768,672,64,96,32,48
tile=149,832,672,64,96,32,48
tile=150,896,672,64,96,32,48
tile=151,960,672,64,96,32,48

# riverbanks
tile=152,0,768,64,96,32,48
tile=153,64,768,64,96,32,48
tile=154,128,768,64,96,32,48
tile=155,192,768,64,96,32,48
tile=156,256,768,64,96,32,48
tile=157,320,768,64,96,32,48
tile=158,384,768,64,96,32,48
tile=159,448,768,64,96,32,48
tile=160,512,768,64,96,32,48
tile=161,576,768,64,96,32,48
tile=162,640,768,64,96,32,48
tile=163,704,768,64,96,32,48
tile=164,768,768,64,96,32,48
tile=165,832,768,64,96,32,48
tile=166,896,768,64,96,32,48
tile=167,960,768,64,96,32,48

# water tiles (use in a 4x4 grid)
tile=168,0,864,64,96,32,48
tile=169,64,864,64,96,32,48
tile=170,128,864,64,96,32,48
tile=171,192,864,64,96,32,48
tile=172,256,864,64,96,32,48
tile=173,320,864,64,96,32,48
tile=174,384,864,64,96,32,48
tile=175,448,864,64,96,32,48
tile=176,512,864,64,96,32,48
tile=177,576,864,64,96,32,48
tile=178,640,864,64,96,32,48
tile=179,704,864,64,96,32,48
tile=180,768,864,64,96,32,48
tile=181,832,864,64,96,32,48
tile=182,896,864,64,96,32,48
tile=183,960,864,64,96,32,48

# wood bridge/wharf
tile=184,0,960,64,96,32,80
tile=185,64,960,64,96,32,80
tile=186,128,960,64,96,32,80
tile=187,192,960,64,96,32,80
tile=188,256,960,64,96,32,80
tile=189,320,960,64,96,32,80
tile=190,384,960,64,96,32,80
tile=191,448,960,64,96,32,80
tile=192,512,960,64,96,32,80
tile=193,576,960,64,96,32,80
tile=194,640,960,64,96,32,80
tile=195,704,960,64,96,32,80
tile=196,768,960,64,96,32,80
tile=197,832,960,64,96,32,80
tile=198,896,960,64,96,32,80
tile=199,960,960,64,96,32,80

# desert objects
tile=200,0,1056,64,96,32,80
tile=201,64,1056,64,96,32,80
tile=202,128,1056,64,96,32,80
tile=203,192,1056,64,96,32,80

# indicators
tile=204,256,1056,64,96,32,80
tile=205,320,1056,64,96,32,80
tile=206,384,1056,64,96,32,80
tile=207,448,1056,64,96,32,80

# unused tiles
tile=208,512,1056,64,96,32,80
tile=209,576,1056,64,96,32,80
tile=210,640,1056,64,96,32,80
tile=211,704,1056,64,96,32,80
tile=212,768,1056,64,96,32,80
tile=213,832,1056,64,96,32,80
tile=214,896,1056,64,96,32,80
tile=215,960,1056,64,96,32,80

